332490	大海战	21
703770	超级骑士	28
393820	疯狂山脉	15
323020	自毁	15
574080	战争迷雾	11
755670	当你熟睡	13
252030	瓦尔迪斯传说深渊之城	28
55391	黑道圣徒	13
616090	龙魂时刻	151
606280	暗黑血统	47
668770	寂静岭起源	35
267789	圣符国度数字版	12
312410	战地防御	15
233980	厕所穿越记	83
503210	哨兵骑士战术	12
623580	侠盗猎车	45
562780	拯救大魔王	17
718530	生存考验死守	74
546600	荣耀战魂	15
433190	星际战士	14
245050	咒语力量昔日恶魔	28
390656	樱花点球大战	15
437020	魔女机器人	36
316010	万智牌对决起源	31
291930	工业帝国	16
623890	白噪	14
528050	狂战传说	32
574120	香肠体育俱乐部	15
371660	孤岛惊魂原始杀戮	51
656190	放置	51
6550	鬼泣特别版	20
566860	龙与地下城	15
33570	大航海家	65
746930	攻壳机动队	12
466543	乐高星球大战原力觉醒	14
510590	冥界警局	25
682640	猎人	20
275700	武装突袭	14
512032	席德梅尔的文明	11
585910	荒野之枪重装上阵	12
366810	地城英雄	22
645860	斯巴达	23
552460	英雄萨姆	12
344410	磁力牢笼紧闭	21
221160	超级房车赛起点	22
246960	吉娜姐妹扭曲梦境猫头鹰领主	12
652050	迷宫下的死亡	19
486510	东京交战	23
496730	术士之王	42
572040	总监请借过	18
2270	德军总部	14
684040	创圣的大天使	42
205550	外籍军团全方位杀戮	25
492340	像素足球世界杯	16
620590	祖先遗产	11
555240	看门狗	33
512270	家园太空行走	11
367820	异度之刃	12
289890	大口径部队	19
391100	老友记	13
361020	英雄萨姆	16
666140	波西亚时光	22
524380	往昔	20
241260	福尔摩斯罪与罚	21
401250	祖鲁人的响应	11
245370	乙金战争	117
319300	列车事故	53
612310	炉石传说	16
685820	艾文殖民地	23
745840	拼词游戏	25
605328	英雄传说闪之轨迹	15
244770	我的世界	22
382480	超级地牢兄弟	22
41900	新冰城传奇	24
595755	战国无双真田丸	13
39160	地牢围攻	53
225834	无主之地	27
489971	无限灵魂	23
262450	死人的鞋子	12
17430	极品飞车无间风云	44
242570	太空巨人	30
622040	自殺動物園	14
388160	德鲁伊计划	15
401850	正当防卫	12
691510	气球塔防	12
38440	牺牲	19
422810	热血物语地下世界	42
510530	位部落	20
344122	信长之野望创造威力加强版	24
460790	猎天使魔女	133
676430	为了你	14
463740	美国卡车模拟	17
102840	闪克	70
317910	海底猎人深海探险	21
345430	被诅咒的森林	19
458730	受孕七星之子	12
591506	终极像素拼图	12
281990	群星	120
607780	非常小特务	14
357030	警备	35
224960	古墓丽影	38
422300	写在一周年之际	44
337760	决定性战役从华沙到巴黎的闪击战	13
539790	少女射击	21
418790	古墓丽影崛起	52
576260	贸易风	11
669050	叛舰喋血记	20
650260	雷鈺密探百寶箱	20
680500	暗影召唤	39
590250	边境郊区	15
392600	伤痕累累的恶魔	45
339590	乌鸦人与狼孩	15
418080	星尘银河战士	12
419480	双子星座军阀	24
388291	正当防卫	35
342200	机甲战士	15
243800	燃油机车极限版	25
39270	地牢围攻	16
731670	二嫫	64
496620	怪物杀手	16
6200	鬼魂大师	14
249088	英雄连	12
418090	零重力无人机	22
321960	魔法门之英雄无敌	54
9350	最高指挥官	35
90209	模拟农场	12
42960	维多利亚	42
202710	半神	95
385640	八咫乌灾变攻击	11
329430	腐烂国度一周年生存版	16
227131	刺客信条	20
367850	避难所	27
301180	欧洲卡车模拟	14
313340	山	14
246255	吃豆人冠军版	14
544670	穿越林间	15
577990	电击文库	14
630	异形丛生	27
266110	枪之塔	24
716600	沙滩赛车竞速	20
426923	超女神信仰诺瓦露激神黑心	14
602010	不只有木板	15
330950	纯粹国际象棋	13
370000	巫师狂猎	12
715690	腐败家乡的轰鸣声	16
465291	摩托英豪	40
289260	幻景睡魔	19
463520	原始世界	16
216335	热血无赖	60
339800	哈尼炮	21
716660	战锤神圣军团	13
384380	蓝调与子弹	18
284430	收获日	35
302910	房屋	11
555770	沙盒进化	13
630380	式神城	24
694380	命运	11
71240	钓鱼高手	11
520970	尘沙惑版主题曲	20
389250	地牢清洁工	31
631690	体感嘉年华	15
635190	小狗	18
220460	卡戈指挥官	23
404430	神力科莎	21
525500	糖果王国	12
522120	戮兽之蚀	16
728460	热力纳斯卡	15
732370	恶果之地	27
298360	永恒防御	12
413800	功夫熊猫	16
588263	闪乱神乐少女们的选择	29
464840	蒸汽世界大劫掠	35
429660	狂战传说	40
64017	战争之人突击小队	28
35460	球	17
362780	轮大卡车极限卡车司机	18
552990	战舰世界	45
537510	壮汉海上漂流记	23
497040	地下守护者	20
255300	蟑螂旅途	23
718600	钢铁之师诺曼底	30
230883	王牌英雄	41
467930	粉碎之战	27
673980	矛与铲	16
394090	赏金火车	16
284040	内心世界	35
340640	帝国之战	37
327010	妖铃铃	12
573850	平衡城市	14
615270	星际狂怒	25
614130	战神奥林匹斯之链	11
526510	八恶人	51
229230	斩妖除魔地狱诅咒	30
449960	恶魔之书	15
388472	欧洲卡车模拟	19
365490	我亲爱的陛下	27
276440	王国传说	28
548830	東京新世録	16
350630	速度与激情	34
683960	塔与守护者	31
357280	改变世界	13
466740	阿拉亚	35
681350	战地	75
63900	虚空魔城	33
275330	妖精谜题	20
4880	哥萨克欧洲战争	11
683790	拖拉机足球	21
393040	樱花点球大战	12
261760	巫妖之路战法师	26
356170	磁贴骑士	39
709670	加雷特编年史红辉的魔石	16
370140	道德经	12
418960	小懒猫	25
594640	生化危机	33
314450	星之救世主	11
391621	玩具士兵战争箱子	25
473871	无尽之战	18
375910	纪元	139
752910	饼干圣诞老人	25
351940	后裔	18
561610	摩托	35
203630	术士秘术宗师	25
449150	黑白探案	15
345610	灰色的果实	15
339200	海之号角神秘海怪	24
501480	活宝袜子历险记	19
456780	杜卡迪周年版	24
354310	鸟爪与鸟羽	12
681390	僵死之日	25
376820	地下城公会	19
296570	旭丽玛诸神	27
408610	火箭联盟	12
233510	露尼月球冒险	19
204317	王牌英雄	28
477160	人类一败涂地	21
549070	三维弹球	28
425140	死或生最后一战	19
454200	彩虹硬汉	18
304930	未转变者	20
449780	迷失	15
336080	越战	14
454650	龙珠超宇宙	50
569684	讨鬼传	19
71250	索尼克大冒险	12
542560	阿童木时间边缘	50
267783	圣符国度数字版	25
349938	真三国无双猛将传	11
311310	海军行动	11
216419	杀手赦免	33
200020	全球行动突袭利比亚	20
555520	命运之谜荒蛮捕猎	12
261180	致命联盟	18
722120	灰姑娘逃亡	24
368990	绝望主妇	14
386620	烹调上菜美味	24
527420	狩魔者真相	14
363970	点击英雄	22
9710	赏金奇兵库珀复仇	26
6860	杀手血钱	34
240970	勇者再次降临	19
316610	雪人难堆	17
37100	阿兹特克传说	13
200050	北极圈海战	29
372520	纯音乐电音付	12
506800	三国志	27
8850	生化奇兵	112
490060	为战而生	25
310470	伟大时代中世纪	86
297510	英雄连	31
268910	茶杯头	43
360150	生存指南第三人称	12
215530	范海辛的奇妙冒险	22
342590	纯粹扑克	13
352170	火力全开	21
479130	反恐精英	13
753060	幸运之夜	38
592820	远征军维京	25
323390	疯狂机器	12
628530	松胖网球	40
352750	道路工程模拟	14
281450	圣战群英传神圣国度	16
93304	造梦机器	14
502840	终极像素拼图	12
384000	荷兰人的十字架	14
407310	猫忍之心	14
694200	超级骑士	26
439190	传说命运之路	24
619670	人气歌谣	11
579090	口袋王国	28
685240	日鼓手的养成计划	12
564710	苏打地牢	30
96900	迅猛雷霆大作战	25
361930	疯狂农场飓风季节	31
656200	电竞俱乐部	27
252410	蒸汽世界	34
258970	圣铠传说杀手版	20
450630	机器人叛乱	15
289340	货运大亨	24
425360	鲜橙汁	11
351920	疯狂机器	22
219136	斩妖除魔地狱诅咒	16
401620	蝙蝠侠阿甘骑士	19
555580	魔神少女	29
340560	通缉兵团	19
228960	幕府将军的头骨	36
320320	暗黑秘石	35
448690	预订	20
407690	棒球	47
740960	端木斐异闻录非人之恋	27
200490	攻略兽人少年	12
430352	三国志	28
244410	至高统治者	19
352140	捡到归我	15
301830	勇敢	13
509350	神力科莎	65
467513	次元守护者	15
649040	迷雾岛	12
463860	逃离丧尸镇	18
442050	正当防卫	42
488770	激战海湾	18
314350	嵌入式编程标准教程	45
382220	次元守护者	13
301660	终极街头霸王	12
229310	斩妖除魔地狱诅咒	28
556900	影子战术将军之刃	18
582575	专业飞行模拟	12
737070	奥林匹克	24
514685	足球经理触摸版	11
533010	不义之财	19
515900	斩服少女	12
491650	学校	15
628770	深结	17
529190	势如破竹版	11
